host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
,,1.00,48.8843,2.3766,Paris,75019,Île-de-France,4,Entire home/apt,1,1,2,65 ,,,2,1125,6
100%,,1.00,48.84939,2.28098,Paris,75015,Île-de-France,4,Entire home/apt,2,1,4,170 ,60,200,3,1125,61
,,1.00,48.88349,2.34071,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,50 ,,100,3,1125,5
100%,,2.00,48.86929,2.39593,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,52 ,60,200,2,15,46
60%,,2.00,48.83243,2.32626,Paris,75014,Île-de-France,4,Private room,1,1,1,50 ,,,5,30,23
90%,,2.00,48.86221,2.34346,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,130 ,50,363,4,91,47
,,1.00,48.82169,2.36809,Paris,75013,Île-de-France,6,Entire home/apt,3,1,3,130 ,,1000,7,50,2
95%,,45.00,48.85537,2.30096,Paris,75007,Île-de-France,6,Entire home/apt,2,2,4,499 ,85,500,1,1125,45
,,1.00,48.86301,2.37297,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,180 ,15,,3,1125,0
100%,,1.00,48.86977,2.3707,Paris,75011,IDF,4,Entire home/apt,1,1,2,95 ,35,500,2,1121,33
,,1.00,48.87289,2.3838,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,60 ,20,100,10,64,10
,,1.00,48.86722,2.32405,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,100 ,30,1000,2,1125,18
,,1.00,48.85088,2.33001,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,80 ,15,200,4,1125,2
,,1.00,48.86753,2.35284,Paris,75002,Île-de-France,2,Entire home/apt,1,1,1,100 ,20,150,3,40,23
,,1.00,48.8715,2.32558,Paris,75008,Île-de-France,2,Entire home/apt,0,1,1,45 ,10,,4,1125,1
75%,,1.00,48.89216,2.36581,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,55 ,35,350,2,30,11
,,1.00,48.85963,2.36558,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,110 ,,150,1,1125,0
50%,,1.00,48.8802,2.33441,Paris,75009,Île-de-France,4,Entire home/apt,2,1,2,145 ,25,500,3,1125,26
,,1.00,48.86365,2.3535,Paris,75001,Île-de-France,4,Entire home/apt,1,1,2,125 ,45,200,2,30,50
100%,,1.00,48.83367,2.32987,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,65 ,20,300,4,1125,69
100%,,1.00,48.85485,2.39101,Paris,75011,Île-de-France,9,Entire home/apt,5,3.5,7,499 ,50,800,2,1125,41
100%,,1.00,48.85499,2.4037,Paris,75020,Île-de-France,3,Entire home/apt,1,1,1,95 ,,600,5,90,18
,,1.00,48.85404,2.37383,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,89 ,,300,6,22,0
,,1.00,48.87202,2.35746,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,50 ,30,150,7,1125,2
,,2.00,48.88455,2.34181,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,75 ,,,2,1125,68
100%,,2.00,48.85174,2.36382,Paris,75004,Île-de-France,1,Private room,1,0.5,1,40 ,15,0,10,120,29
,,1.00,48.88742,2.37853,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,100 ,,,1,1125,0
,,1.00,48.86301,2.38661,Paris,75011,Île-de-France,3,Entire home/apt,1,1,2,70 ,,500,5,1125,3
,,1.00,48.88868,2.39296,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,200 ,50,1500,1,1125,10
100%,,1.00,48.86955,2.38894,Paris,75020,Île-de-France,6,Entire home/apt,2,1,3,110 ,30,,2,112,104
,,1.00,48.85777,2.38223,Paris,75011,Île-de-France,1,Entire home/apt,0,1,1,40 ,,,7,30,3
100%,,3.00,48.87774,2.33647,Paris,75009,Île-de-France,2,Entire home/apt,1,1,2,74 ,38,150,1,1125,256
,,1.00,48.83232,2.36025,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,70 ,,,1,1125,1
90%,,1.00,48.883,2.34751,Paris,75009,Île-de-France,6,Entire home/apt,3,1,6,140 ,60,1200,2,1125,31
67%,,1.00,48.89002,2.35916,Paris,75018,Île-de-France,2,Private room,1,3.5,1,26 ,10,250,3,1125,12
,,1.00,48.84273,2.28934,Paris,75015,Île-de-France,4,Entire home/apt,1,1,2,55 ,25,,1,5,1
,,1.00,48.88301,2.33532,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,80 ,,300,4,1125,52
100%,,2.00,48.89076,2.33078,Paris,75018,Île-de-France,2,Private room,1,1,1,60 ,25,500,2,1125,32
100%,,1.00,48.86861,2.36628,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,64 ,50,1500,30,305,20
,,1.00,48.87604,2.29572,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,45 ,15,500,1,21,8
,,1.00,48.87349,2.37119,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,75 ,30,0,4,1125,22
,,1.00,48.83069,2.29075,Paris,75015,Île-de-France,6,Entire home/apt,2,1,3,150 ,50,200,3,30,7
89%,,1.00,48.87841,2.36571,Paris,75010,Île-de-France,3,Entire home/apt,0,1,1,50 ,15,150,7,1125,5
60%,,1.00,48.87846,2.38478,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,80 ,15,,2,1125,39
22%,,1.00,48.85398,2.37563,Paris,75011,Île-de-France,4,Entire home/apt,2,1,2,250 ,,200,3,1125,2
,,1.00,48.82608,2.32765,Paris,75014,Île-de-France,4,Entire home/apt,1,1,2,80 ,35,500,6,30,4
,,1.00,48.83542,2.25521,Boulogne-Billancourt,92100,Île-de-France,5,Entire home/apt,3,1,4,99 ,60,297,3,20,7
,,1.00,48.8605,2.27688,Paris,75116,Île-de-France,3,Entire home/apt,2,1,2,200 ,120,1000,5,1125,1
,,1.00,48.87685,2.39139,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,70 ,25,,3,1125,2
,,1.00,48.87286,2.38711,Paris,75020,Île-de-France,2,Entire home/apt,0,1,2,50 ,,,2,1125,2
,,1.00,48.87018,2.39833,Paris,75020,Île-de-France,4,Entire home/apt,2,1,4,85 ,,,4,20,5
,,1.00,48.86862,2.39736,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,95 ,,300,1,1125,2
,,1.00,48.85808,2.39077,Paris,75020,Île-de-France,2,Entire home/apt,1,1,1,49 ,,250,1,1125,5
100%,,3.00,48.88589,2.29726,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,105 ,20,500,1,10,60
,,1.00,48.82705,2.35927,Paris,75013,Île-de-France,4,Entire home/apt,2,1,2,90 ,,,14,1125,0
,,1.00,48.84788,2.40015,Paris,75012,Île-de-France,4,Entire home/apt,2,2,2,90 ,,,1,1125,1
,,1.00,48.85797,2.39049,Paris,75011,Île-de-France,2,Private room,1,1,1,45 ,,,3,7,15
,,1.00,48.82957,2.35164,Paris,75013,Île-de-France,2,Entire home/apt,1,1,1,90 ,10,,5,30,3
91%,,3.00,48.84338,2.33568,Paris,75006,Île-de-France,6,Entire home/apt,3,2,5,400 ,150,1000,2,1125,27
100%,,1.00,48.84938,2.32576,Paris,75006,Île-de-France,2,Entire home/apt,1,1,1,110 ,65,400,2,31,58
100%,,1.00,48.85482,2.35972,Paris,75004,Île-de-France,2,Private room,1,1,1,69 ,20,329,1,32,19
0%,,1.00,48.87443,2.40191,Paris,75020,Île-de-France,4,Entire home/apt,2,1,3,65 ,20,0,3,1125,9
100%,,1.00,48.85832,2.26261,Paris,75016,Île-de-France,6,Entire home/apt,3,2,3,520 ,150,4300,1,1125,6
100%,,1.00,48.89599,2.35091,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,50 ,50,1000,5,60,15
,,1.00,48.8363,2.34733,Paris,75005,Île-de-France,10,Entire home/apt,4,3,5,350 ,50,1000,3,1125,1
75%,,2.00,48.86954,2.39148,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,39 ,60,400,10,120,13
,,1.00,48.88301,2.34347,Paris,75018,Île-de-France,2,Entire home/apt,0,1,1,65 ,15,150,3,1125,1
100%,,1.00,48.84945,2.34868,Paris,75005,Île-de-France,4,Entire home/apt,1,1.5,2,200 ,60,500,3,1125,84
,,1.00,48.85958,2.39207,París,75020,Île-de-France,4,Entire home/apt,1,1,2,40 ,25,,2,30,26
,,1.00,48.84251,2.32606,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,80 ,30,,5,1125,9
100%,,1.00,48.85593,2.36572,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,59 ,0,300,30,100,50
,,1.00,48.87835,2.39142,Paris,75019,Île-de-France,3,Entire home/apt,1,1,1,75 ,,,1,1125,0
,,1.00,48.87465,2.36565,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,50 ,50,350,1,1125,0
,,2.00,48.89184,2.3261,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,49 ,50,300,15,31,0
,,1.00,48.87199,2.39579,Paris,75020,Île-de-France,2,Private room,1,1,1,39 ,,,1,1125,7
100%,,1.00,48.83898,2.32665,Paris,75014,Île-de-France,2,Entire home/apt,1,1,0,150 ,30,900,2,21,31
,,1.00,48.89429,2.34053,Paris,75018,Île-de-France,2,Entire home/apt,2,1.5,2,75 ,,100,2,15,0
,,1.00,48.85099,2.26845,Paris,75016,Île-de-France,1,Private room,1,1,1,550 ,,,1,1125,0
100%,,1.00,48.86559,2.35171,Paris,75002,Île-de-France,4,Entire home/apt,2,1,3,89 ,50,1500,5,21,104
,,1.00,48.89442,2.34433,Paris,75018,Île-de-France,4,Entire home/apt,2,0.5,2,125 ,80,250,4,21,0
,,1.00,48.88128,2.32285,Paris,75008,Île-de-France,2,Entire home/apt,1,1,1,68 ,,70,1,1125,8
,,1.00,48.88394,2.33894,Paris,75018,Île-de-France,4,Entire home/apt,2,1,2,250 ,70,500,7,20,0
100%,,2.00,48.8637,2.3723,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,70 ,25,,1,1125,0
100%,,1.00,48.88399,2.34348,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,140 ,40,700,4,1125,51
,,1.00,48.84556,2.30101,Paris,75015,Île-de-France,2,Private room,1,1,1,50 ,,,1,1125,2
90%,,1.00,48.86447,2.34841,Paris,75002,Île-de-France,4,Entire home/apt,2,1,2,270 ,50,400,3,1125,19
,,1.00,48.86565,2.35422,Paris,75003,Île-de-France,2,Entire home/apt,0,1,2,50 ,15,200,3,1125,0
,,1.00,48.88317,2.36414,Paris,75010,Île-de-France,5,Entire home/apt,3,2,3,140 ,45,350,4,21,0
95%,,2.00,48.84795,2.29495,Paris,75015,Île-de-France,5,Entire home/apt,2,1,3,120 ,0,1000,4,120,55
100%,,4.00,48.86359,2.3681,Paris,75011,Île-de-France,6,Entire home/apt,3,1,3,250 ,50,500,5,1125,21
,,1.00,48.88623,2.319,Paris,75017,Île-de-France,2,Entire home/apt,1,1,1,80 ,15,300,3,7,17
,,1.00,48.8694,2.36162,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,90 ,45,500,3,30,22
0%,,1.00,48.88056,2.29638,Paris,75017,Île-de-France,3,Entire home/apt,2,1,2,45 ,,,15,60,1
100%,,1.00,48.87055,2.37246,Paris,75010,Île-de-France,1,Entire home/apt,1,1,1,35 ,30,200,6,112,127
,,1.00,48.83933,2.33439,Paris,75014,Île-de-France,2,Entire home/apt,1,1,1,130 ,,,1,1125,0
,,1.00,48.84791,2.37629,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,70 ,50,300,15,1125,15
100%,,1.00,48.87679,2.34516,Paris,75009,Île-de-France,5,Entire home/apt,3,2,3,180 ,40,300,3,16,16
,,1.00,48.89116,2.32425,Paris,75017,Île-de-France,5,Entire home/apt,2,1,4,140 ,36,500,1,20,39
,,1.00,48.89278,2.35241,Paris,75018,IDF,2,Entire home/apt,0,1,1,35 ,20,,7,1125,1
63%,,1.00,48.82531,2.34064,Paris,75014,Île-de-France,6,Entire home/apt,2,1,3,100 ,30,300,2,150,34
,,1.00,48.86557,2.36903,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,60 ,,,4,1125,10
,,1.00,48.86022,2.39021,Paris,75020,Île-de-France,4,Entire home/apt,2,1,2,65 ,20,500,2,1125,11
100%,,4.00,48.82032,2.36933,Paris-13E-Arrondissement,75013,Île-de-France,5,Entire home/apt,1,1,3,75 ,50,1500,30,305,34
100%,,1.00,48.87524,2.37995,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,50 ,50,150,8,30,6
100%,,1.00,48.87141,2.38794,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,50 ,15,250,4,1125,31
100%,,3.00,48.875,2.38094,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,44 ,,,3,1125,2
,,1.00,48.84055,2.3984,Paris,75012,Île-de-France,2,Entire home/apt,1,1,1,78 ,20,,3,1125,5
,,1.00,48.86846,2.39867,Paris,75020,Île-de-France,2,Entire home/apt,0,1,1,55 ,,100,2,1125,2
100%,,2.00,48.87099,2.35942,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,160 ,30,500,3,20,64
,,1.00,48.86228,2.38088,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,100 ,,1500,21,1125,1
92%,,2.00,48.8689,2.36028,Paris,75011,Île-de-France,4,Entire home/apt,2,1,2,250 ,50,1000,1,1125,304
100%,,1.00,48.86279,2.36033,Paris,75003,Île-de-France,4,Entire home/apt,2,1,1,180 ,40,500,6,120,20
,,1.00,48.85615,2.362,Paris,75004,Île-de-France,2,Entire home/apt,0,1,1,70 ,25,300,3,200,19
,,1.00,48.85458,2.39062,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,300 ,,,1,1125,0
,,2.00,48.86231,2.40041,Paris,75020,Île-de-France,2,Entire home/apt,0,1.5,1,45 ,,,1,1125,0
,,1.00,48.88035,2.37317,Paris,75019,Île-de-France,4,Entire home/apt,2,1,2,120 ,35,500,2,14,8
,,1.00,48.86715,2.3568,Paris,75003,Île-de-France,5,Entire home/apt,1,1,3,70 ,30,500,1,1125,125
,,1.00,48.88137,2.35917,Paris,75010,Île-de-France,2,Private room,1,1,3,52 ,5,,1,1125,175
98%,,18.00,48.88566,2.34201,Paris,75018,Île-de-France,4,Entire home/apt,0,1,2,79 ,15,90,2,365,162
,,1.00,48.88555,2.31439,Paris,75017,Île-de-France,2,Entire home/apt,0,1,1,65 ,20,200,2,1125,5
,,1.00,48.83655,2.25546,Boulogne-Billancourt,92100,Île-de-France,4,Entire home/apt,2,1,3,88 ,,300,6,60,3
,,1.00,48.87984,2.2988,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,250 ,36,900,2,1125,2
100%,,1.00,48.86765,2.37467,Paris,75011,Île-de-France,2,Private room,1,1,1,80 ,25,,3,28,171
,,1.00,48.88887,2.3538,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,95 ,20,500,3,1125,10
,,1.00,48.88843,2.38552,Paris,75019,Île-de-France,2,Entire home/apt,0,1,1,40 ,,,2,1125,1
,,1.00,48.85284,2.37447,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,65 ,30,200,6,1125,7
100%,,1.00,48.88966,2.32227,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,65 ,60,500,2,7,21
100%,,1.00,48.85796,2.40014,Paris,75020,Île-de-France,3,Entire home/apt,1,1,1,58 ,20,150,2,10,66
90%,,1.00,48.84564,2.28842,Paris,75015,Île-de-France,4,Entire home/apt,1,1.5,2,85 ,35,1500,3,90,53
,,1.00,48.83744,2.29676,Paris,75015,Île-de-France,4,Entire home/apt,2,1,2,120 ,40,500,3,1125,3
,,1.00,48.86579,2.35974,Paris,75003,Île-de-France,2,Entire home/apt,1,1,1,200 ,30,,1,1125,2
,,1.00,48.86324,2.34805,Paris,75002,Île-de-France,2,Entire home/apt,0,0.5,1,60 ,0,0,2,1125,23
100%,,1.00,48.88179,2.29106,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,189 ,,215,7,1125,18
,,1.00,48.88741,2.35247,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,50 ,20,500,2,60,3
,,1.00,48.86264,2.36966,Paris,75011,Île-de-France,4,Entire home/apt,1,1,3,80 ,36,200,1,1125,16
,,1.00,48.85988,2.29919,Paris,75007,Île-de-France,6,Entire home/apt,2,1,2,250 ,30,300,3,20,21
0%,,2.00,48.86252,2.34148,Paris,75001,Île-de-France,2,Entire home/apt,1,1,1,80 ,,1000,6,30,0
,,1.00,48.88851,2.35163,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,80 ,30,300,3,11,3
,,1.00,48.84029,2.33828,Paris,75005,Île-de-France,5,Entire home/apt,3,2,5,250 ,120,2900,6,90,0
,,2.00,48.84256,2.33992,Paris,75005,Île-de-France,4,Entire home/apt,2,2,3,95 ,80,250,5,18,1
,,1.00,48.88212,2.36354,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,90 ,,100,4,1125,27
100%,,1.00,48.88776,2.33817,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,102 ,0,400,3,40,55
,,1.00,48.85023,2.29683,Paris,75015,Île-de-France,4,Private room,1,1,3,84 ,10,150,2,1125,89
100%,,1.00,48.87658,2.29735,Paris,75008,Île-de-France,3,Entire home/apt,1,1.5,2,150 ,50,0,4,10,42
,,1.00,48.8712,2.39218,Paris,75020,Île-de-France,4,Entire home/apt,1,1,2,31 ,,,2,1125,22
100%,,2.00,48.86668,2.37606,Paris,75011,Île-de-France,3,Entire home/apt,0,1,2,75 ,50,150,3,1125,160
86%,,1.00,48.86759,2.3533,Paris,75003,Île-de-France,6,Entire home/apt,3,1.5,6,195 ,50,1000,4,15,40
,,2.00,48.82483,2.35408,Paris,75013,Île-de-France,1,Private room,1,1,1,36 ,,,3,1125,159
100%,,2.00,48.85712,2.35834,Paris,75004,Île-de-France,4,Entire home/apt,0,1,2,130 ,35,300,2,1125,315
100%,,2.00,48.8613,2.35455,Paris,75004,Île-de-France,9,Entire home/apt,3,2,6,280 ,50,600,3,1125,134
100%,,6.00,48.86704,2.36875,París,75011,Île-de-France,4,Entire home/apt,2,1.5,3,175 ,45,600,1,120,46
100%,,4.00,48.85495,2.36977,Paris,75011,Île-de-France,3,Private room,1,1.5,3,50 ,20,0,1,3,7
,,1.00,48.82831,2.37626,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,70 ,10,300,5,1125,8
,,1.00,48.87572,2.38327,Paris,75019,Île-de-France,2,Private room,1,1,1,42 ,,,5,1125,9
,,1.00,48.88931,2.37553,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,130 ,10,1000,3,1125,2
,,1.00,48.84889,2.33507,Paris,75006,Île-de-France,2,Private room,1,1,1,95 ,10,,1,1125,12
100%,,1.00,48.87186,2.39213,Paris,75020,Île-de-France,8,Entire home/apt,4,2.5,4,210 ,120,500,4,100,19
,,1.00,48.85777,2.38414,Paris,75011,Île-de-France,4,Entire home/apt,1,1,2,65 ,30,150,2,1125,1
,,1.00,48.84823,2.3041,Paris,75015,Île-de-France,4,Entire home/apt,2,1,5,150 ,,,1,1125,0
,,1.00,48.88903,2.33777,Paris,75018,Île-de-France,4,Entire home/apt,2,1,4,100 ,,,1,1125,1
,,2.00,48.85769,2.37647,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,25 ,45,200,14,23,0
100%,,3.00,48.85787,2.27989,Paris,75016,Île-de-France,3,Entire home/apt,2,1,3,110 ,100,400,6,1125,13
99%,,69.00,48.86933,2.34865,Paris,75002,Île-de-France,2,Entire home/apt,0,1,1,49 ,35,0,3,1125,138
,,1.00,48.89642,2.35246,Paris,75018,Île-de-France,3,Entire home/apt,1,1,2,50 ,,150,3,15,0
,,1.00,48.84653,2.3218,Paris,75006,Île-de-France,2,Entire home/apt,0,1,1,150 ,25,150,2,1125,3
100%,,1.00,48.88423,2.32018,Paris,75017,Île-de-France,4,Entire home/apt,1,1,2,61 ,5,0,3,20,41
,,1.00,48.87479,2.36286,Paris,75010,Île-de-France,2,Private room,1,1,1,41 ,,,3,1125,13
,,1.00,48.87718,2.34823,Paris,75009,Île-de-France,2,Private room,1,2,1,60 ,50,200,5,1125,2
100%,,2.00,48.87764,2.36487,Paris,75010,Île-de-France,2,Entire home/apt,1,1,1,80 ,40,800,7,1125,7
,,1.00,48.87806,2.39082,Paris,75019,Île-de-France,2,Entire home/apt,1,1,1,50 ,20,100,3,30,5
,,1.00,48.86304,2.33905,Paris,75001,Île-de-France,2,Entire home/apt,0,1,1,60 ,,,21,21,0
100%,,1.00,48.83472,2.35447,Paris,75013,Île-de-France,4,Entire home/apt,1,1,2,85 ,40,500,5,30,12
100%,,2.00,48.87245,2.31534,Paris,75008,Île-de-France,1,Private room,1,1,1,145 ,40,100,2,1125,12
100%,,1.00,48.88174,2.37932,Paris,75019,Île-de-France,4,Entire home/apt,2,1,3,90 ,30,500,2,1125,46
,,1.00,48.87565,2.3918,Paris,75020,Île-de-France,2,Entire home/apt,0,1,1,50 ,50,150,7,1125,4
,,1.00,48.89432,2.35175,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,90 ,20,350,7,1125,0
,,1.00,48.8804,2.36243,Paris,75010,Île-de-France,4,Entire home/apt,2,1,3,200 ,,,2,1125,0
75%,,1.00,48.86956,2.37615,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,80 ,25,100,2,10,55
,,1.00,48.88,2.36355,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,70 ,30,200,1,1125,0
80%,,1.00,48.84695,2.38324,Paris,75012,Île-de-France,4,Entire home/apt,2,1,2,69 ,30,0,31,1124,42
100%,,1.00,48.85403,2.351,Paris,75004,Île-de-France,2,Entire home/apt,1,1,2,100 ,,,4,1125,205
,,1.00,48.82658,2.32872,Paris,75014,Île-de-France,6,Entire home/apt,2,1,2,145 ,39,,6,1125,0
,,1.00,48.84653,2.2904,Paris,75015,Île-de-France,3,Private room,1,1,1,30 ,15,,1,1125,1
,,1.00,48.8923,2.35041,Paris,75018,Île-de-France,4,Entire home/apt,1,1,2,75 ,20,300,2,10,5
100%,,1.00,48.85286,2.38999,Paris,75011,Île-de-France,5,Entire home/apt,1,1,3,85 ,25,150,4,15,68
,,1.00,48.88801,2.33884,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,70 ,,,3,1125,9
80%,,2.00,48.8798,2.36019,Paris,75010,Île-de-France,4,Entire home/apt,1,1,2,80 ,30,,5,21,0
,,1.00,48.83013,2.30759,Paris,75014,Île-de-France,3,Entire home/apt,1,1,3,34 ,,,14,30,0
,,1.00,48.87325,2.34095,Paris,75009,Île-de-France,1,Private room,1,1,1,44 ,20,150,4,25,6
100%,,2.00,48.86254,2.28233,Paris,75016,Île-de-France,2,Entire home/apt,1,1,1,40 ,30,100,2,1125,28
100%,,2.00,48.86345,2.28379,Paris,75016,Île-de-France,2,Entire home/apt,1,1,1,80 ,30,100,1,1125,1
100%,,4.00,48.8612,2.34129,Paris,75001,Île-de-France,2,Entire home/apt,0,1,1,68 ,40,150,2,1125,292
,,1.00,48.88751,2.3256,Paris,75018,Île-de-France,1,Private room,1,2,1,30 ,,,1,1125,0
,,2.00,48.856,2.37213,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,150 ,40,1000,4,1125,0
,,1.00,48.85009,2.35013,Paris,75005,Île-de-France,4,Entire home/apt,0,1,2,100 ,,,4,1125,13
,,1.00,48.86969,2.37267,Paris,75011,Île-de-France,2,Entire home/apt,0,1,1,55 ,25,150,3,30,3
,,1.00,48.83486,2.30119,Paris,75015,Île-de-France,3,Entire home/apt,1,1,2,75 ,30,,7,365,0
,,1.00,48.87525,2.34514,Paris,75009,Île-de-France,6,Entire home/apt,3,2,3,390 ,75,900,2,25,16
,,1.00,48.86688,2.3788,Paris,75011,Île-de-France,2,Entire home/apt,1,1,1,42 ,15,,25,1125,1
100%,,1.00,48.86369,2.35316,Paris,75003,Île-de-France,4,Entire home/apt,1,1,2,110 ,45,600,1,1125,281
100%,,1.00,48.88277,2.32869,Paris,75009,Île-de-France,2,Entire home/apt,1,1,1,32 ,21,250,2,15,156
,,1.00,48.86071,2.27417,Paris,75016,Île-de-France,4,Entire home/apt,2,2,3,120 ,30,,3,1125,0
,,1.00,48.84678,2.38422,Paris,75012,Île-de-France,4,Entire home/apt,1,1,2,150 ,60,500,3,90,102
,,1.00,48.88217,2.32967,Paris,75009,Île-de-France,6,Entire home/apt,3,2,5,230 ,,,1,1125,0
100%,,3.00,48.84322,2.32069,Paris,75014,Île-de-France,4,Entire home/apt,3,2,3,120 ,50,500,3,10,27
,,1.00,48.85493,2.34158,Paris,75006,Île-de-France,2,Entire home/apt,0,1,1,65 ,,,2,1125,44
,,1.00,48.88607,2.29038,Paris,75017,Île-de-France,1,Private room,1,1,1,17 ,,,1,1125,0
67%,,1.00,48.87675,2.37861,Paris,75019,Île-de-France,3,Entire home/apt,0,1,1,66 ,30,400,3,1125,20
,,1.00,48.87227,2.34759,Paris,75010,Île-de-France,4,Entire home/apt,2,1,3,145 ,40,,5,14,0
96%,,6.00,48.87542,2.33248,Paris,75009,Île-de-France,2,Entire home/apt,0,1,1,65 ,15,,2,365,165
,,1.00,48.89726,2.34446,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,53 ,15,,3,1125,72
,,1.00,48.88465,2.33546,Paris,75018,Île-de-France,2,Entire home/apt,1,1,1,70 ,,150,2,1125,2
,,1.00,48.85309,2.34626,Paris,75005,Île-de-France,5,Entire home/apt,3,1,5,52 ,,,3,1125,4
100%,,1.00,48.861,2.35342,Paris,75003,Île-de-France,4,Entire home/apt,1,1,2,230 ,50,300,4,60,64
100%,,1.00,48.87369,2.37344,Paris,75010,Île-de-France,2,Entire home/apt,0,1,1,60 ,,,2,1125,86
,,2.00,48.8785,2.36368,Paris,75010,Île-de-France,2,Private room,1,1,1,37 ,,,4,26,9
,,1.00,48.86755,2.36984,Paris,75011,Île-de-France,4,Entire home/apt,0,1,3,65 ,20,100,20,1125,8
,,1.00,48.86163,2.36379,Paris,75003,Île-de-France,2,Entire home/apt,0,1,1,55 ,,,2,1125,11
,,1.00,48.82028,2.34093,Paris,75014,Île-de-France,2,Entire home/apt,0,1,1,38 ,,,2,1125,7
,,1.00,48.82138,2.36405,Paris,75013,Île-de-France,1,Private room,1,1,1,35 ,,,7,1125,7
,,2.00,48.87903,2.35868,Paris,75010,Île-de-France,3,Entire home/apt,2,1,2,150 ,150,400,5,30,0
,,1.00,48.88654,2.34492,Paris,75018,Île-de-France,2,Entire home/apt,2,1,2,95 ,,300,2,1125,2
90%,,1.00,48.86389,2.37506,Paris,75011,Île-de-France,4,Entire home/apt,1,1,1,95 ,20,180,5,15,43
,,1.00,48.86881,2.39423,Paris,75020,Île-de-France,5,Entire home/apt,2,1,2,78 ,30,500,5,90,19
98%,,27.00,48.86056,2.29802,Paris,75007,Île-de-France,3,Entire home/apt,1,1,0,160 ,60,250,4,30,19
,,1.00,48.88834,2.37019,Paris,75019,Île-de-France,4,Entire home/apt,2,1,2,150 ,,,3,1125,0
100%,,1.00,48.85179,2.34404,Paris,75005,Île-de-France,4,Entire home/apt,1,1,4,130 ,70,300,3,120,97
75%,,2.00,48.87175,2.28793,Paris,75116,Île-de-France,2,Private room,1,1,1,110 ,25,0,3,6,22
100%,,1.00,48.85703,2.36908,Paris,75011,Île-de-France,2,Private room,1,1,0,78 ,25,200,3,1125,68
